시군구코드,시군구명,주요역,대분류,중분류,기준연도,문화시설별ID,대분류명,중분류명,시설명,시설위도,시설경도,주요역위도,주요역경도
11320,도봉구,용산,장애우,문화누리카드,2021,KC_615_11173,,,필스튜디오,37.6529804,127.050645,37.55407301,126.9707021
11320,도봉구,용산,장애우,문화누리카드,2021,KC_615_11645,,,제니바 스튜디오,37.6525824,127.0463482,37.55407301,126.9707021
11320,도봉구,용산,장애우,문화누리카드,2021,KC_615_11857,,,창동스튜디오,37.653172,127.046779,37.55407301,126.9707021
11320,도봉구,용산,장애우,문화누리카드,2021,KC_615_12275,,,포토스 24 (PHOTOS24),37.685284,127.043506,37.55407301,126.9707021
11320,도봉구,용산,장애우,문화누리카드,2021,KC_615_12798,,,마벨스튜디오,37.6551042,127.038135,37.55407301,126.9707021
11320,도봉구,용산,장애우,문화누리카드,2021,KC_615_12870,,,월드포토,37.6619157,127.038044,37.55407301,126.9707021
11320,도봉구,용산,장애우,문화누리카드,2021,KC_615_13280,,,현대큐에스포토,37.9036091,127.053718,37.55407301,126.9707021
11320,도봉구,용산,장애우,문화누리카드,2021,KC_615_13497,,,윤우스튜디오,37.6391638,127.038852,37.55407301,126.9707021
11320,도봉구,용산,장애우,문화누리카드,2021,KC_615_13619,,,굿데이포토,37.6680283,127.047064,37.55407301,126.9707021
11320,도봉구,용산,장애우,문화누리카드,2021,KC_615_14156,,,정의문고,37.6524044,127.0322953,37.55407301,126.9707021
11320,도봉구,용산,장애우,문화누리카드,2021,KC_615_14278,,,하나로트래블,37.661214,127.023456,37.55407301,126.9707021
11320,도봉구,용산,장애우,문화누리카드,2021,KC_615_16568,,,공릉영탁구장,37.652764,127.044869,37.55407301,126.9707021
11320,도봉구,용산,장애우,문화누리카드,2021,KC_615_16569,,,도봉탁구클럽,37.686424,127.045617,37.55407301,126.9707021
11320,도봉구,용산,장애우,문화누리카드,2021,KC_615_16570,,,미화볼링장,37.656119,127.039713,37.55407301,126.9707021
11320,도봉구,용산,장애우,문화누리카드,2021,KC_615_16571,,,한영볼링센타,37.654741,127.040439,37.55407301,126.9707021
11320,도봉구,용산,장애우,문화누리카드,2021,KC_615_16753,,,챔피언탁구클럽,37.649256,127.025232,37.55407301,126.9707021
11320,도봉구,용산,장애우,문화누리카드,2021,KC_615_17392,,,삼천리자전거 도봉점,37.674985,127.044212,37.55407301,126.9707021
11320,도봉구,용산,장애우,문화누리카드,2021,KC_615_17574,,,지원사,37.66245,127.032352,37.55407301,126.9707021
11320,도봉구,용산,장애우,문화누리카드,2021,KC_615_17602,,,삼천리자전거 도봉강북점,37.662455,127.0469079,37.55407301,126.9707021
