시군구코드,시군구명,주요역,대분류,중분류,기준연도,문화시설별ID,대분류명,중분류명,시설명,시설위도,시설경도,주요역위도,주요역경도
26230,부산진구,부산,시니어,온누리상품권,2020,SOT057691,가맹점,양정전통시장,우리마트,35.1732805,129.0695033,35.11518698,129.0416007
26230,부산진구,부산,시니어,온누리상품권,2020,SOT057692,가맹점,양정전통시장,삼거리건어물,35.1731383,129.0692819,35.11518698,129.0416007
26230,부산진구,부산,시니어,온누리상품권,2020,SOT057693,가맹점,양정전통시장,한양왕족발,35.1725505,129.0694938,35.11518698,129.0416007
26230,부산진구,부산,시니어,온누리상품권,2020,SOT057694,가맹점,양정전통시장,영일상회,35.1731383,129.0692819,35.11518698,129.0416007
26230,부산진구,부산,시니어,온누리상품권,2020,SOT057695,가맹점,양정전통시장,구가네고깃집,35.1724423,129.0694923,35.11518698,129.0416007
26230,부산진구,부산,시니어,온누리상품권,2020,SOT057696,가맹점,양정전통시장,울산양행,35.1723477,129.0699961,35.11518698,129.0416007
26230,부산진구,부산,시니어,온누리상품권,2020,SOT057697,가맹점,부전농수산물새벽시장,나영상회,35.1614486,129.0588661,35.11518698,129.0416007
26230,부산진구,부산,시니어,온누리상품권,2020,SOT057701,가맹점,양정전통시장,남해횟집,35.1721298,129.0691589,35.11518698,129.0416007
26230,부산진구,부산,시니어,온누리상품권,2020,SOT057702,가맹점,양정전통시장,부전화원,35.1721772,129.069917,35.11518698,129.0416007
26230,부산진구,부산,시니어,온누리상품권,2020,SOT057703,가맹점,양정전통시장,양정축산물도매센터,35.1734803,129.0693413,35.11518698,129.0416007
26230,부산진구,부산,시니어,온누리상품권,2020,SOT057704,가맹점,양정전통시장,양정한우전문마트,35.1732024,129.069162,35.11518698,129.0416007
26230,부산진구,부산,시니어,온누리상품권,2020,SOT057705,가맹점,양정전통시장,하늘농원,35.1725318,129.0695703,35.11518698,129.0416007
26230,부산진구,부산,시니어,온누리상품권,2020,SOT057706,가맹점,양정전통시장,경주상회,35.1731383,129.0692819,35.11518698,129.0416007
26230,부산진구,부산,시니어,온누리상품권,2020,SOT057819,가맹점,부전상가시장,견우상회,35.1607987,129.0599992,35.11518698,129.0416007
26230,부산진구,부산,시니어,온누리상품권,2020,SOT057820,가맹점,부전상가시장,진양상회,35.1622468,129.0583057,35.11518698,129.0416007
26230,부산진구,부산,시니어,온누리상품권,2020,SOT057821,가맹점,부전상가시장,햇빛상회,35.1606467,129.0598655,35.11518698,129.0416007
26230,부산진구,부산,시니어,온누리상품권,2020,SOT057822,가맹점,부전상가시장,동성상회,35.1615232,129.0585817,35.11518698,129.0416007
26230,부산진구,부산,시니어,온누리상품권,2020,SOT057823,가맹점,부전상가시장,경북식품,35.1622468,129.0583057,35.11518698,129.0416007
26230,부산진구,부산,시니어,온누리상품권,2020,SOT057825,가맹점,부산평화시장,삼덕상회,35.1416923,129.0606842,35.11518698,129.0416007
26230,부산진구,부산,시니어,온누리상품권,2020,SOT057826,가맹점,부산평화시장,신우제화,35.1416923,129.0606842,35.11518698,129.0416007
26230,부산진구,부산,시니어,온누리상품권,2020,SOT057827,가맹점,부전기장골목시장,부전기장골목시장상인,35.1603431,129.0595323,35.11518698,129.0416007
26230,부산진구,부산,시니어,온누리상품권,2020,SOT057828,가맹점,부전시장,울산식육점,35.1631419,129.0610833,35.11518698,129.0416007
26230,부산진구,부산,시니어,온누리상품권,2020,SOT057829,가맹점,부전시장,강원식육점,35.1631419,129.0610833,35.11518698,129.0416007
26230,부산진구,부산,시니어,온누리상품권,2020,SOT057830,가맹점,부전시장,수양,35.1629291,129.0606744,35.11518698,129.0416007
26230,부산진구,부산,시니어,온누리상품권,2020,SOT057831,가맹점,부전시장,28호,35.1631419,129.0610833,35.11518698,129.0416007
26230,부산진구,부산,시니어,온누리상품권,2020,SOT057839,가맹점,부전상가시장,부전일성상회,35.1609097,129.0596823,35.11518698,129.0416007
26230,부산진구,부산,시니어,온누리상품권,2020,SOT057841,가맹점,당감골목시장,동구밖과수원,35.1638687,129.0417301,35.11518698,129.0416007
26230,부산진구,부산,시니어,온누리상품권,2020,SOT057842,가맹점,부산평화시장,켄톤,35.1416923,129.0606842,35.11518698,129.0416007
26230,부산진구,부산,시니어,온누리상품권,2020,SOT057843,가맹점,부산평화시장,경주건재한약품,35.1422317,129.0618873,35.11518698,129.0416007
