시군구코드,시군구명,주요역,대분류,중분류,기준연도,문화시설별ID,대분류명,중분류명,시설명,시설위도,시설경도,주요역위도,주요역경도
11140,중구,용산,장애우,문화누리카드,2021,KC_615_23114,,,서울애니메이션센터(재단법인 서울산업진흥원),37.5598226,126.9830775,37.55407301,126.9707021
11140,중구,용산,장애우,문화누리카드,2021,KC_615_23151,,,봄사진관(스튜디오 봄),37.5599575,127.0142261,37.55407301,126.9707021
11140,중구,용산,장애우,문화누리카드,2021,KC_615_23295,,,SK브로드밴드(케이블티비) (구 티브로드종로중구방송),37.5659277,126.9955905,37.55407301,126.9707021
11140,중구,용산,장애우,문화누리카드,2021,KC_615_23305,,,SK브로드밴드(케이블티비) (구 티브로드강서방송),37.5659277,126.9955905,37.55407301,126.9707021
11140,중구,용산,장애우,문화누리카드,2021,KC_615_23321,,,무지개수영복(주식회사무지개수영복),37.5593742,126.9762194,37.55407301,126.9707021
11140,중구,용산,장애우,문화누리카드,2021,KC_615_23571,,,명동예술극장(국립극단),37.5640461,126.9842201,37.55407301,126.9707021
11140,중구,용산,시니어,시니어나들이,2020,KCOWRPO20N000024164,쇼핑시설,쇼핑시설_전통시장,테크노상가,37.5688469,127.0132419,37.55407301,126.9707021
11140,중구,용산,시니어,시니어나들이,2020,KCOWRPO20N000024175,쇼핑시설,쇼핑시설_전통시장,삼익패션타운,37.5601669,126.9789819,37.55407301,126.9707021
11140,중구,용산,시니어,시니어나들이,2020,KCOWRPO20N000024644,쇼핑시설,쇼핑시설_전통시장,동평화시장,37.5694655,127.0139469,37.55407301,126.9707021
11140,중구,용산,시니어,시니어나들이,2020,KCOWRPO20N000012245,자연,자연_공원,쌈지공원,37.5486511,127.0101634,37.55407301,126.9707021
11140,중구,용산,시니어,시니어나들이,2020,KCOWRPO20N000020773,자연,자연_공원,쌈지공원,37.5486511,127.0101634,37.55407301,126.9707021
11140,중구,용산,시니어,시니어나들이,2020,KCOWRPO20N000000339,무장애장소,무장애장소,반얀트리 클럽 앤 스파 서울,37.5501288,127.000525,37.55407301,126.9707021
11140,중구,용산,시니어,시니어나들이,2020,KCOWRPO20N000014242,자연,자연_공원,남산공원,37.5511162,126.9910802,37.55407301,126.9707021
11140,중구,용산,시니어,시니어나들이,2020,KCOWRPO20N000022770,자연,자연_공원,남산공원,37.5511162,126.9910802,37.55407301,126.9707021
11140,중구,용산,시니어,시니어나들이,2020,KCOWRPO20N000000650,무장애장소,무장애장소,예지원,37.5515259,127.0026581,37.55407301,126.9707021
11140,중구,용산,시니어,시니어나들이,2020,KCOWRPO20N000008851,자연,자연_공원,충현어린이공원,37.5521402,127.0050097,37.55407301,126.9707021
11140,중구,용산,시니어,시니어나들이,2020,KCOWRPO20N000017379,자연,자연_공원,충현어린이공원,37.5521402,127.0050097,37.55407301,126.9707021
11140,중구,용산,시니어,시니어나들이,2020,KCOWRPO20N000000084,무장애장소,무장애장소,국립극장,37.5530729,126.9998917,37.55407301,126.9707021
11140,중구,용산,시니어,시니어나들이,2020,KCOWRPO20N000023942,쇼핑시설,쇼핑시설_전통시장,약수시장,37.5533011,127.0107116,37.55407301,126.9707021
11140,중구,용산,시니어,시니어나들이,2020,KCOWRPO20N000000612,무장애장소,무장애장소,안중근의사기념관,37.5534697,126.9802823,37.55407301,126.9707021
11140,중구,용산,시니어,시니어나들이,2020,KCOWRPO20N000024167,쇼핑시설,쇼핑시설_전통시장,약수시장,37.5540333,127.0107648,37.55407301,126.9707021
11140,중구,용산,시니어,시니어나들이,2020,KCOWRPO20N000000455,무장애장소,무장애장소,서울로 7017,37.5545194,126.970661,37.55407301,126.9707021
