시군구코드,시군구명,주요역,대분류,중분류,기준연도,문화시설별ID,대분류명,중분류명,시설명,시설위도,시설경도,주요역위도,주요역경도
11620,관악구,용산,시니어,온누리상품권,2020,SOT078523,가맹점,봉천현대시장,(주)웰빙식자재마트,37.4863217,126.9466196,37.55407301,126.9707021
11620,관악구,용산,시니어,온누리상품권,2020,SOT078827,가맹점,관악신사시장,금빛쥬얼리,37.4858656,126.9171027,37.55407301,126.9707021
11620,관악구,용산,시니어,온누리상품권,2020,SOT080044,가맹점,봉천중앙시장,(주)씨엔팜(봉천중앙),37.4839831,126.9541829,37.55407301,126.9707021
11620,관악구,용산,시니어,온누리상품권,2020,SOT081139,가맹점,관악신사시장,황제곱창,37.4850273,126.9170696,37.55407301,126.9707021
11620,관악구,용산,시니어,온누리상품권,2020,SOT081290,가맹점,인헌시장,원당프라자약국,37.4753626,126.9657332,37.55407301,126.9707021
11620,관악구,용산,시니어,온누리상품권,2020,SOT081331,가맹점,인헌시장,도원수산(어사또),37.4749279,126.9654791,37.55407301,126.9707021
11620,관악구,용산,시니어,온누리상품권,2020,SOT081844,가맹점,인헌시장,부활축산,37.474723,126.9657533,37.55407301,126.9707021
11620,관악구,용산,시니어,온누리상품권,2020,SOT084738,가맹점,인헌시장,몽마베이커리,37.4751717,126.9655436,37.55407301,126.9707021
11620,관악구,용산,시니어,온누리상품권,2020,SOT085505,가맹점,관악신사시장,이브자리,37.4857577,126.9171269,37.55407301,126.9707021
11620,관악구,용산,시니어,온누리상품권,2020,SOT088436,가맹점,신원시장,완도상회,37.4820627,126.9279216,37.55407301,126.9707021
11620,관악구,용산,시니어,온누리상품권,2020,SOT089238,가맹점,인헌시장,명성왕족발,37.4753626,126.9657332,37.55407301,126.9707021
11620,관악구,용산,시니어,온누리상품권,2020,SOT090829,가맹점,조원동 펭귄시장,신카라한복,37.4827106,126.9110765,37.55407301,126.9707021
11620,관악구,용산,시니어,온누리상품권,2020,SOT090830,가맹점,조원동 펭귄시장,들풀애(우리집반찬),37.4826241,126.9104898,37.55407301,126.9707021
11620,관악구,용산,시니어,온누리상품권,2020,SOT100213,가맹점,신림중앙시장,아인,37.4831554,126.9114318,37.55407301,126.9707021
