시군구코드,시군구명,주요역,대분류,중분류,기준연도,문화시설별ID,대분류명,중분류명,시설명,시설위도,시설경도,주요역위도,주요역경도
30110,동구,대전,나홀로,자전거산책,2020,KCBRSPO20N000002542,편의시설,편의시설_교통수단_자전거,동광장 주차장,36.326999,127.432683,36.33225228,127.4341646
30110,동구,대전,나홀로,자전거산책,2020,KCBRSPO20N000002543,편의시설,편의시설_교통수단_자전거,대전역 광장,36.326999,127.432683,36.33225228,127.4341646
30110,동구,대전,나홀로,자전거산책,2020,KCBRSPO20N000002544,편의시설,편의시설_교통수단_자전거,대전역 광장,36.326999,127.432683,36.33225228,127.4341646
30110,동구,대전,나홀로,자전거산책,2020,KCBRSPO20N000002545,편의시설,편의시설_교통수단_자전거,해성당 앞,36.326999,127.432683,36.33225228,127.4341646
30110,동구,대전,나홀로,자전거산책,2020,KCBRSPO20N000002546,편의시설,편의시설_교통수단_자전거,관리사무소 앞,36.326999,127.432683,36.33225228,127.4341646
30110,동구,대전,나홀로,자전거산책,2020,KCBRSPO20N000002547,편의시설,편의시설_교통수단_자전거,휴먼시아아파트 1단지,36.326999,127.432683,36.33225228,127.4341646
30110,동구,대전,나홀로,자전거산책,2020,KCBRSPO20N000002548,편의시설,편의시설_교통수단_자전거,휴먼시아아파트 2단지,36.326999,127.432683,36.33225228,127.4341646
30110,동구,대전,나홀로,자전거산책,2020,KCBRSPO20N000002549,편의시설,편의시설_교통수단_자전거,파리바게뜨 앞,36.326999,127.432683,36.33225228,127.4341646
30110,동구,대전,나홀로,자전거산책,2020,KCBRSPO20N000002550,편의시설,편의시설_교통수단_자전거,휴먼시아아파트 2단지,36.326999,127.432683,36.33225228,127.4341646
30110,동구,대전,나홀로,자전거산책,2020,KCBRSPO20N000002551,편의시설,편의시설_교통수단_자전거,판암역 2번출구 -1,36.326999,127.432683,36.33225228,127.4341646
30110,동구,대전,나홀로,자전거산책,2020,KCBRSPO20N000002552,편의시설,편의시설_교통수단_자전거,판암역 2번출구 -2,36.326999,127.432683,36.33225228,127.4341646
30110,동구,대전,나홀로,자전거산책,2020,KCBRSPO20N000002553,편의시설,편의시설_교통수단_자전거,판암역 1번출구 -1,36.326999,127.432683,36.33225228,127.4341646
30110,동구,대전,나홀로,자전거산책,2020,KCBRSPO20N000002554,편의시설,편의시설_교통수단_자전거,판암역 1번출구 -2,36.326999,127.432683,36.33225228,127.4341646
30110,동구,대전,나홀로,자전거산책,2020,KCBRSPO20N000002555,편의시설,편의시설_교통수단_자전거,판암역 1번출구 -3,36.326999,127.432683,36.33225228,127.4341646
30110,동구,대전,나홀로,자전거산책,2020,KCBRSPO20N000002556,편의시설,편의시설_교통수단_자전거,판암네거리,36.326999,127.432683,36.33225228,127.4341646
